승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-09-30 00:00:00,큰맘할매순대국 안산원시역점,큰맘할매순대국 안산원시역점,30000,중식대,1.0,정확일치,
2025-09-30 00:00:00,할부선결제,할부선결제,-45345958,기타,0.45,Claude,"가맹점명 '할부선결제'는 특정 업종이나 서비스를 명확히 나타내지 않으며, 금액이 매우 크고(-45,345,958원) 음수로 표시되어 환불이나 정산 거래로 추정됩니다. 제공된 분류 체계 중 명확히 해당하는 카테고리가 없어 '기타'로 분류하며, 추가 확인이 필요합니다."
2025-09-29 00:00:00,(주)삼원기업,삼원기업,200000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-29 00:00:00,김가네가마솥설농탕,김가네가마솥설농탕,34000,중식대,0.95,Claude,"가맹점명 '김가네가마솥설농탕'은 명확한 음식점(한식당)이며, 금액 34,000원은 직원 식사비용으로 적절한 범위입니다. 예시의 '다담김밥'과 동일한 음식점 카테고리에 해당합니다."
2025-09-26 00:00:00,안산 단원 성곡 523 경동택배,안산 단원 성곡 523 경동택배,8360,수수료,0.85,Claude,"경동택배는 택배 배송 서비스 업체로, 택배 발송 수수료에 해당합니다. 8,360원은 일반적인 택배 요금 범위이며, 업무용 물품 배송으로 판단됩니다."
2025-09-26 00:00:00,큰맘할매순대국 안산시청점,큰맘할매순대국 안산시청점,12000,중식대,1.0,정확일치,
2025-09-25 00:00:00,(주)삼원기업,삼원기업,128000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-25 00:00:00,한솥,한솥,7600,중식대,1.0,정확일치,
2025-09-24 00:00:00,맥도날드 안산고잔DT점,맥도날드 안산고잔DT점,8100,중식대,1.0,정확일치,
2025-09-24 00:00:00,서안산 IC주유소,서안산 IC주유소,81000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,11800,회사물품구입비,1.0,정확일치,
2025-09-23 00:00:00,본죽 앤 비빔밥 카페(cafe),본죽 앤 비빔밥 카페,12500,중식대,1.0,정확일치,
2025-09-23 00:00:00,주식회사 동신자동차정비,주식회사 동신자동차정비,60000,6104호 자동차검사비,1.0,정확일치,
