승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-08-29 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,정확일치,
2025-08-29 00:00:00,(주)삼원기업,삼원기업,100000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-28 00:00:00,엘에이(LA)북창동순두부안산원시점,엘에이북창동순두부안산원시점,27500,중식대,1.0,정확일치,
2025-08-27 00:00:00,마녀분식,마녀분식,4500,중식대,1.0,정확일치,
2025-08-26 00:00:00,마녀분식,마녀분식,10000,중식대,1.0,정확일치,
2025-08-25 00:00:00,(주)삼원기업,삼원기업,59000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-25 00:00:00,짜장면집,짜장면집,23000,중식대,1.0,정확일치,
2025-08-25 00:00:00,(주)삼원기업,삼원기업,200000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-25 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,180540,회사물품구입비,1.0,정확일치,
2025-08-23 00:00:00,작전주유소,작전주유소,100000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 10만원의 금액은 일반적인 주유 금액 범위입니다. 예시 데이터의 패턴과 일치합니다."
2025-08-22 00:00:00,제육대가,제육대가,9000,중식대,1.0,정확일치,
2025-08-21 00:00:00,시골추어탕,시골추어탕,10000,중식대,1.0,정확일치,
2025-08-20 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,정확일치,
2025-08-20 00:00:00,제육대가,제육대가,10000,중식대,1.0,정확일치,
2025-08-19 00:00:00,웰컴페이먼츠_키오스크_A-주식,웰컴페이먼츠_키오스크_A-주식,11000,중식대,0.75,Claude,"웰컴페이먼츠 키오스크는 음식점/카페에서 주로 사용되는 결제 시스템이며, 11,000원은 일반적인 식사 금액대입니다. 다만 가맹점명에서 업종이 명확히 드러나지 않아 중간 수준의 신뢰도를 부여했습니다."
2025-08-18 00:00:00,롯데쇼핑(주)롯데마트시화점,롯데쇼핑롯데마트시화점,9000,소모품비,0.75,Claude,"롯데마트는 대형마트로 사무용품, 생활용품 등 소모품 구매가 일반적입니다. 9,000원은 소액으로 문구류나 소모품 구매에 해당하는 금액대입니다."
2025-08-18 00:00:00,(주)삼원기업,삼원기업,92000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-15 00:00:00,대웅주유소,대웅주유소,90000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 90,000원은 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과 일치합니다."
2025-08-14 00:00:00,시골추어탕,시골추어탕,11000,중식대,1.0,정확일치,
2025-08-13 00:00:00,자동결제-(주)한글과컴퓨터,자동결제-한글과컴퓨터,10900,사용료,1.0,정확일치,
2025-08-13 00:00:00,맘스터치 (고잔신도시점),맘스터치,7400,중식대,1.0,정확일치,
2025-08-12 00:00:00,한스오물렛,한스오물렛,8000,중식대,1.0,정확일치,
2025-08-12 00:00:00,안산단원목내457A,안산단원목내457A,7810,차량유지비(기타),0.85,Claude,"가맹점명 '안산단원목내457A'는 하이패스 통행료 자동결제 패턴으로 보입니다. 지역명(안산단원)+도로명(목내)+번호 형식은 톨게이트 식별코드이며, 금액 7,810원은 일반적인 통행료 수준입니다."
2025-08-11 00:00:00,공일돈까스 안산MTV점,공일돈까스 안산MTV점,14500,중식대,1.0,Claude+규칙,"가맹점명에 '돈까스'라는 음식점 키워드가 명확하며, 14,500원은 일반적인 식사 금액대에 해당합니다. 점심시간대 직원 식대로 판단됩니다."
2025-08-08 00:00:00,(주)대지석유 산업주유소,대지석유 산업주유소,80000,제네시스(9581호)  G70휘발유대,1.0,정확일치,
2025-08-08 00:00:00,제육대가,제육대가,9000,중식대,1.0,정확일치,
2025-08-07 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,정확일치,
2025-08-07 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,정확일치,
2025-08-06 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,39000,회사물품구입비,1.0,정확일치,
2025-08-06 00:00:00,맘스터치 (고잔신도시점),맘스터치,7400,중식대,1.0,정확일치,
2025-08-05 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,19700,회사물품구입비,1.0,정확일치,
2025-08-05 00:00:00,주식회사 원시점현대자동차,주식회사 원시점현대자동차,149754,차량유지비(기타),0.85,Claude,"현대자동차 대리점/서비스센터로 추정되며, 금액(약 15만원)은 차량 정비, 부품 교체, 또는 점검 서비스에 해당하는 범위입니다. 주유비가 아닌 차량 유지관리 비용으로 판단됩니다."
2025-08-05 00:00:00,서울옥,서울옥,36000,중식대,0.85,Claude,"가맹점명 '서울옥'은 한식당을 나타내는 전형적인 상호명이며, 금액 36,000원은 직원 식사비용으로 적절한 범위입니다. 예시의 '서울한식부페'와 유사한 음식점 패턴입니다."
2025-08-05 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,정확일치,
2025-07-01 00:00:00,휴대폰메시지(승인안내)-07월분,휴대폰메시지-07월분,400,사용료,0.9090909090909091,Fuzzy,
NaT,nan,nan,1667004,기타,0.15,Claude,"가맹점명, 승인일자가 모두 누락되어 있어 거래 내역을 분석할 수 없습니다. 금액만으로는 용도를 특정할 수 없어 기타로 분류하며, 신뢰도는 매우 낮습니다."
