결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-07-23 00:00:00,트레이더스 안산점,트레이더스 안산점,313110,소모품비,0.75,Claude,"트레이더스는 코스트코 계열의 대형 창고형 할인매장으로, 주로 사무용품, 생활용품, 소모품 등을 대량 구매하는 곳입니다. 31만원대 금액은 사무실 비품이나 소모품 구매에 적합한 규모입니다."
2025-07-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,70920,회사물품구입비,1.0,정확일치,
2025-07-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,39640,회사물품구입비,1.0,정확일치,
2025-07-23 00:00:00,추오정남원추어탕처음맛감자탕정왕점,추오정남원추어탕처음맛감자탕정왕점,12000,중식대,0.95,Claude,"가맹점명에 '추어탕', '감자탕'이라는 음식 메뉴가 명시되어 있고, 12,000원은 전형적인 1인 식사 금액입니다. 음식점 거래로 명확하게 판단됩니다."
2025-07-23 00:00:00,시화대성주유소,시화대성주유소,83000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 83,000원은 일반적인 주유 금액 범위입니다. 예시 데이터의 주유소 패턴과 일치합니다."
2025-07-23 00:00:00,(주)24시전주명가콩나물국밥 시흥배곧점,24시전주명가콩나물국밥 시흥배곧점,16500,중식대,1.0,Claude+규칙,"가맹점명에 '콩나물국밥'이라는 음식 메뉴가 명시되어 있고, 16,500원은 전형적인 식사 금액대입니다. 예시의 '명성각중화요리'와 동일하게 음식점 거래로 판단됩니다."
2025-07-23 00:00:00,편편집 시흥정왕점,편편집 시흥정왕점,35000,중식대,0.85,Claude,"""편편집""은 편의점 브랜드가 아닌 음식점으로 추정되며, 35,000원은 일반적인 식사 금액대입니다. 시흥정왕점이라는 지점명도 음식점 특성과 일치합니다."
2025-07-23 00:00:00,떡기야(본점),떡기야,11000,중식대,0.85,Claude,"가맹점명 '떡기야'는 떡볶이 전문 음식점으로 추정되며, 11,000원은 일반적인 식사 금액대입니다. 음식점 거래로 판단하여 중식대로 분류합니다."
2025-07-23 00:00:00,주식회사 동신자동차정비,주식회사 동신자동차정비,40000,6104호 자동차검사비,1.0,정확일치,
2025-07-23 00:00:00,황태고향갈비골,황태고향갈비골,18000,중식대,0.95,Claude,"가맹점명 '황태고향갈비골'은 한식당을 명확히 지칭하며, 18,000원은 일반적인 식사 금액대입니다. 예시의 '마녀분식'과 동일하게 음식점 거래로 판단됩니다."
2025-07-23 00:00:00,국가대표짬뽕,국가대표짬뽕,18000,중식대,1.0,정확일치,
2025-07-23 00:00:00,판다팜,판다팜,37000,복리후생비(의료),0.85,Claude,"""판다팜""은 약국을 의미하는 ""팜(pharm/pharmacy)""이 포함된 상호명으로, 의약품 구매 거래로 판단됩니다. 금액 37,000원은 일반적인 약국 구매 금액대와 부합합니다."
2025-07-23 00:00:00,(주)성한안산식자재점,성한안산식자재점,101720,기타,0.65,Claude,"식자재점은 일반적으로 음식 재료를 판매하는 곳이나, 법인카드 사용용도 분류체계에서 '중식대'는 직접 식사 제공 장소(음식점, 카페 등)를 의미합니다. 식자재 구매는 기존 카테고리에 명확히 해당하지 않아 '기타'로 분류하되, 회사 내부 정책에 따라 복리후생비나 별도 카테고리로 재분류가 필요할 수 있습니다."
2025-07-23 00:00:00,신창수산,신창수산,150000,중식대,0.75,Claude,"'신창수산'은 수산물을 다루는 식당으로 추정되며, 15만원은 직원 식사 비용으로 적절한 금액입니다. 다만 수산시장/도매상일 가능성도 있어 중간 수준의 신뢰도를 부여했습니다."
2025-07-23 00:00:00,(주)성한기업,성한기업,253080,기타,0.45,Claude,"가맹점명 '성한기업'은 일반적인 기업명으로 구체적인 업종이나 서비스를 특정할 수 없습니다. 금액(253,080원)과 일자 정보 부재로 용도 추론이 어려워 '기타'로 분류하며, 추가 확인이 필요합니다."
2025-07-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,21600,회사물품구입비,1.0,정확일치,
2025-07-23 00:00:00,백만불삼계탕,백만불삼계탕,62000,중식대,0.95,Claude,"가맹점명 '백만불삼계탕'은 삼계탕을 판매하는 음식점으로 명확하며, 62,000원은 직원 식사비용으로 적절한 금액입니다. 예시의 '써브웨이 안산고잔점'과 동일한 음식점 카테고리입니다."
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,42000,중식대,1.0,정확일치,
