승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-08-31 00:00:00,안산휴게소(강릉방향)주유소,안산휴게소주유소,100000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '휴게소주유소'라는 명확한 주유소 키워드가 포함되어 있으며, 10만원의 금액은 일반적인 주유 금액 패턴과 일치합니다."
2025-08-31 00:00:00,울엄마식당,울엄마식당,92000,중식대,1.0,Claude+규칙,"가맹점명 '울엄마식당'은 명확한 음식점 표시어('식당')를 포함하고 있으며, 금액 92,000원은 직원 식사비용으로 적절한 범위입니다. 예시의 '하나비'와 동일한 음식점 카테고리에 해당합니다."
2025-08-25 00:00:00,화랑갈비시흥점,화랑갈비시흥점,65000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 명확한 음식점(갈비 전문점)이며, 금액 65,000원은 일반적인 식사 비용 범위에 해당합니다. 점심 또는 저녁 식대로 판단됩니다."
2025-08-23 00:00:00,스마트허브주유소,스마트허브주유소,60000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 금액(60,000원)도 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과 일치합니다."
2025-08-22 00:00:00,(주)제일스포츠센타,제일스포츠센타,180000,기타,0.65,Claude,"스포츠센터는 일반적으로 복리후생비(직원 체육시설 이용) 또는 접대비 성격이 강하나, 제시된 분류 체계에 해당 카테고리가 없어 '기타'로 분류. 금액(18만원)은 월 회원권 수준으로 추정되나 용도 특정이 어려움."
2025-08-21 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 명확한 음식점(갈비 전문점)이며, 금액 45,000원은 일반적인 식사 비용 범위에 해당합니다. 점심 또는 저녁 식대로 판단됩니다."
2025-08-18 00:00:00,법원행정처,법원행정처,4000,수수료,1.0,정확일치,
2025-08-18 00:00:00,법원행정처,법원행정처,4000,수수료,1.0,정확일치,
2025-08-18 00:00:00,빅쭌부대찌개,빅쭌부대찌개,50000,중식대,0.95,Claude,"가맹점명 '빅쭌부대찌개'는 명확한 음식점(한식당)이며, 금액 50,000원은 직원 식사비용으로 적절한 범위입니다. 부대찌개는 대표적인 한식 메뉴로 중식대 카테고리에 해당합니다."
2025-08-14 00:00:00,스마트허브주유소,스마트허브주유소,60000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있고, 금액(60,000원)도 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과 일치합니다."
2025-08-14 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장이나 레저시설로 추정되나, 칠칠기업의 분류체계에서 명확히 해당하는 카테고리가 없어 '기타'로 분류. 복리후생 목적의 레저활동이거나 접대 목적일 가능성이 있으나 확정 불가."
2025-08-14 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비'는 명확한 음식점(한식당)이며, 금액 45,000원은 일반적인 식사 비용 범위에 해당합니다. 예시의 '솜솜카츠 안산중앙점'과 동일한 음식점 카테고리입니다."
2025-08-13 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되며, 현재 분류체계에 명확히 해당하는 카테고리가 없습니다. 복리후생비나 접대비 성격일 수 있으나 기존 카테고리와 직접 매칭되지 않아 '기타'로 분류합니다."
2025-08-13 00:00:00,화랑갈비시흥점,화랑갈비시흥점,35000,중식대,0.95,Claude,"가맹점명 '화랑갈비'는 명확한 음식점(한식당)이며, 금액 35,000원은 일반적인 식사 비용에 해당합니다. 점심 또는 저녁 식대로 판단됩니다."
2025-08-10 00:00:00,팡파르,팡파르,800000,기타,0.45,Claude,"""팡파르""는 명확한 업종 키워드가 없고, 80만원이라는 금액은 일반적인 식대나 주유비보다 큰 편입니다. 행사용품, 케이터링, 또는 특수 서비스일 가능성이 있으나 확실하지 않아 기타로 분류합니다."
2025-08-09 00:00:00,청계산화로구이,청계산화로구이,70000,중식대,0.95,Claude,"가맹점명 '청계산화로구이'는 명확한 음식점(고기구이 전문점)이며, 70,000원은 일반적인 식사 금액 범위입니다. 직원 식대로 분류됩니다."
2025-08-09 00:00:00,스마트허브주유소,스마트허브주유소,60000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 금액(60,000원)도 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과 일치합니다."
2025-08-06 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,94000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되며, 접대비나 복리후생비 성격이지만 현재 분류체계에 해당 카테고리가 없어 '기타'로 분류. 금액(94,000원)은 스크린골프 이용료 패턴과 일치함."
2025-08-06 00:00:00,화랑갈비시흥점,화랑갈비시흥점,83000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 명확한 음식점(갈비 전문점)이며, 금액 83,000원은 일반적인 식사 비용 범위에 해당합니다. 점심 또는 저녁 식대로 판단됩니다."
2025-08-05 00:00:00,빅쭌부대찌개,빅쭌부대찌개,42000,중식대,0.95,Claude,"가맹점명 '빅쭌부대찌개'는 명확한 음식점(한식당)이며, 금액 42,000원은 직원 식사비용으로 적절한 범위입니다."
2025-07-01 00:00:00,휴대폰메시지(승인안내)-07월분 면제,휴대폰메시지-07월분 면제,0,사용료,0.95,Claude+규칙,휴대폰 메시지 서비스의 월정액 요금으로 판단됩니다. 금액이 0원(면제)이지만 통신 서비스 사용료 항목에 해당합니다.
NaT,nan,nan,1977000,기타,0.15,Claude,"가맹점명, 승인일자가 모두 결측값(nan, NaT)이어서 거래 내역을 판단할 수 있는 정보가 전혀 없습니다. 금액(1,977,000원)만으로는 용도를 특정할 수 없어 기타로 분류하며, 신뢰도는 매우 낮습니다."
