결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,정확일치,
2025-09-23 00:00:00,(주)삼원기업,삼원기업,100000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-23 00:00:00,엘에이(LA)북창동순두부안산원시점,엘에이북창동순두부안산원시점,27500,중식대,1.0,정확일치,
2025-09-23 00:00:00,마녀분식,마녀분식,4500,중식대,1.0,정확일치,
2025-09-23 00:00:00,마녀분식,마녀분식,10000,중식대,1.0,정확일치,
2025-09-23 00:00:00,(주)삼원기업,삼원기업,59000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-23 00:00:00,짜장면집,짜장면집,23000,중식대,1.0,정확일치,
2025-09-23 00:00:00,(주)삼원기업,삼원기업,200000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,180540,회사물품구입비,1.0,정확일치,
2025-09-23 00:00:00,작전주유소,작전주유소,100000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 예시 데이터의 주유소 거래 패턴과 일치합니다. 10만원은 일반적인 주유 금액 범위입니다."
2025-09-23 00:00:00,제육대가,제육대가,9000,중식대,1.0,정확일치,
2025-09-23 00:00:00,시골추어탕,시골추어탕,10000,중식대,1.0,정확일치,
2025-09-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,정확일치,
2025-09-23 00:00:00,제육대가,제육대가,10000,중식대,1.0,정확일치,
2025-09-23 00:00:00,웰컴페이먼츠_키오스크_A-주식,웰컴페이먼츠_키오스크_A-주식,11000,중식대,0.75,Claude,"웰컴페이먼츠 키오스크는 음식점이나 카페에서 사용하는 무인결제 시스템이며, 11,000원은 일반적인 식사 금액대입니다. 'A-주식'이라는 표기로 보아 음식점 결제로 추정되나, 가맹점명이 명확하지 않아 중간 수준의 신뢰도를 부여했습니다."
2025-09-23 00:00:00,롯데쇼핑(주)롯데마트시화점,롯데쇼핑롯데마트시화점,9000,소모품비,0.75,Claude,"롯데마트는 대형마트로 사무용품, 생활용품 등 소모품 구매가 가능한 곳입니다. 9,000원의 소액 결제는 문구류나 사무용 소모품 구매로 추정되나, 식품 구매 가능성도 있어 중간 수준의 신뢰도를 부여했습니다."
2025-09-23 00:00:00,(주)삼원기업,삼원기업,92000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-23 00:00:00,대웅주유소,대웅주유소,90000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 90,000원은 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 주유소 패턴과 일치합니다."
2025-09-23 00:00:00,시골추어탕,시골추어탕,11000,중식대,1.0,정확일치,
2025-09-23 00:00:00,자동결제-(주)한글과컴퓨터,자동결제-한글과컴퓨터,10900,사용료,1.0,정확일치,
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7400,중식대,1.0,정확일치,
2025-09-23 00:00:00,한스오물렛,한스오물렛,8000,중식대,1.0,정확일치,
2025-09-23 00:00:00,안산단원목내457A,안산단원목내457A,7810,차량유지비(기타),0.85,Claude,"가맹점명 '안산단원목내457A'는 고속도로 톨게이트 또는 하이패스 통행료 결제 패턴으로 판단됩니다. 지역명(안산단원)과 도로번호 형식, 그리고 7,810원의 소액 금액이 통행료 특성과 일치합니다."
2025-09-23 00:00:00,공일돈까스 안산MTV점,공일돈까스 안산MTV점,14500,중식대,1.0,Claude+규칙,"가맹점명 '공일돈까스'는 명확한 음식점이며, 금액 14,500원은 일반적인 식사 비용에 해당합니다. 돈까스 전문점은 중식대 카테고리에 포함됩니다."
2025-09-23 00:00:00,(주)대지석유 산업주유소,대지석유 산업주유소,80000,제네시스(9581호)  G70휘발유대,1.0,정확일치,
2025-09-23 00:00:00,제육대가,제육대가,9000,중식대,1.0,정확일치,
2025-09-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,정확일치,
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,정확일치,
2025-09-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,39000,회사물품구입비,1.0,정확일치,
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7400,중식대,1.0,정확일치,
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,19700,회사물품구입비,1.0,정확일치,
2025-09-23 00:00:00,주식회사 원시점현대자동차,주식회사 원시점현대자동차,149754,차량유지비(기타),0.85,Claude,"현대자동차 대리점/서비스센터로 추정되며, 금액(약 15만원)은 차량 정비/수리/부품 교체에 해당하는 범위입니다. 주유가 아닌 차량 유지보수 관련 지출로 판단됩니다."
2025-09-23 00:00:00,서울옥,서울옥,36000,중식대,0.92,Claude,"""서울옥""은 전통적인 한식당 상호명 패턴이며, 36,000원은 직원 식사 금액대로 적합합니다. 음식점 거래로 판단됩니다."
2025-09-23 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,정확일치,
2025-09-23 00:00:00,휴대폰메시지(승인안내)-07월분,휴대폰메시지-07월분,400,사용료,0.9090909090909091,Fuzzy,
NaT,nan,nan,1667004,기타,0.15,Claude,"가맹점명이 'nan'(결측값)으로 정보가 없고, 승인일자도 누락되어 있어 거래 내역을 분석할 수 없습니다. 금액(1,667,004원)만으로는 용도를 특정할 수 없어 기타로 분류하며, 신뢰도는 매우 낮습니다."
