승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-09-29 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 명확한 음식점(갈비 전문점)이며, 금액 45,000원은 일반적인 식사 비용 범위에 해당합니다. 예시의 '이래서 밤새먹소 안산시청점'과 동일한 음식점 카테고리입니다."
2025-09-28 00:00:00,왕감자탕,왕감자탕,80000,중식대,0.95,Claude,"가맹점명 '왕감자탕'은 명확한 음식점 상호이며, 80,000원은 직원 식사비용으로 적절한 금액입니다. 예시의 '하나비'와 동일한 음식점 카테고리에 해당합니다."
2025-09-27 00:00:00,지에스칼텍스(주)시화신도시주유소,지에스칼텍스시화신도시주유소,60000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 'GS칼텍스'와 '주유소'가 명확히 포함되어 있으며, 금액(60,000원)도 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과도 일치합니다."
2025-09-25 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,39000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되며, 현재 분류체계에 명확히 해당하는 카테고리가 없습니다. 복리후생비나 접대비 성격일 수 있으나 기존 카테고리와 직접 매칭되지 않아 '기타'로 분류합니다."
2025-09-24 00:00:00,화랑갈비시흥점,화랑갈비시흥점,35000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 음식점(갈비집)을 명확히 나타내며, 금액 35,000원은 일반적인 식사 비용 범위입니다. 예시의 '짜장면집'과 동일한 음식점 카테고리로 분류됩니다."
2025-09-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비'는 명확한 음식점(한식당)이며, 금액 45,000원은 일반적인 식사 비용 범위에 해당합니다. 갈비 전문점은 중식대로 분류됩니다."
2025-09-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되며, 제공된 분류 체계에 명확히 해당하는 카테고리가 없습니다. 복리후생비나 접대비 성격일 수 있으나 기존 카테고리에 직접 매칭되지 않아 '기타'로 분류합니다."
2025-09-22 00:00:00,빅쭌부대찌개,빅쭌부대찌개,50000,중식대,0.95,Claude,"가맹점명 '빅쭌부대찌개'는 명확한 음식점(한식당)이며, 금액 50,000원은 직원 식사비용으로 적절한 범위입니다. 부대찌개는 대표적인 한식 메뉴로 중식대 카테고리에 해당합니다."
2025-09-19 00:00:00,수정포차,수정포차,113000,중식대,0.92,Claude,"가맹점명 '수정포차'는 음식점(포차)을 명확히 지칭하며, 금액 113,000원은 직원 회식 또는 다수 인원의 식사비용으로 적합합니다. 포차는 일반적으로 저녁 식사 및 회식 장소로 사용됩니다."
2025-09-18 00:00:00,밥주까회주까,밥주까회주까,96000,중식대,1.0,Claude+규칙,"가맹점명 '밥주까회주까'는 음식점을 나타내는 명확한 키워드('밥', '회')를 포함하고 있으며, 96,000원은 직원 식사비용으로 적절한 금액대입니다."
2025-09-16 00:00:00,(주)제일스포츠센타,제일스포츠센타,205000,기타,0.65,Claude,"스포츠센터는 일반적으로 헬스장/체육시설로, 제공된 분류 체계에 명확히 해당하는 카테고리가 없습니다. 복리후생비 가능성도 있으나 의료 외 복리후생 세부 항목이 없어 '기타'로 분류합니다."
