결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-08-23 00:00:00,와와식당,와와식당,12000,중식대,1.0,Claude+규칙,"가맹점명 '와와식당'은 명확한 음식점 표시어('식당')를 포함하고 있으며, 금액 12,000원은 일반적인 식사 비용 범위에 해당합니다. 예시의 '어멍네 제주고기국수'와 유사한 음식점 패턴입니다."
2025-08-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,정확일치,
2025-08-23 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,8500,중식대,0.9,Fuzzy,
2025-08-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,74000,회사물품구입비,1.0,정확일치,
2025-08-23 00:00:00,우정사업본부(우체국),우정사업본부,4760,우편료,1.0,정확일치,
2025-08-23 00:00:00,한식뷔페칠성고잔점,한식뷔페칠성고잔점,10000,중식대,1.0,정확일치,
2025-08-23 00:00:00,지자체세입금(온라인)-안산시단원-재산세（,지자체세입금-안산시단원-재산세,5428870,세금,1.0,Claude+규칙,"가맹점명에 '지자체세입금', '안산시', '재산세'가 명확히 표기되어 있어 지방세(재산세) 납부로 확실하게 판단됩니다."
2025-08-23 00:00:00,조남주유소,조남주유소,97000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 97,000원은 일반적인 주유 금액 범위입니다. 예시 데이터의 주유소 패턴과 일치합니다."
2025-08-23 00:00:00,(주)삼원기업,삼원기업,64000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-23 00:00:00,엘에이(LA)북창동순두부안산원시점,엘에이북창동순두부안산원시점,34500,중식대,1.0,정확일치,
2025-08-23 00:00:00,(주)삼원기업,삼원기업,200000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-23 00:00:00,시골추어탕,시골추어탕,11000,중식대,1.0,정확일치,
2025-08-23 00:00:00,주식회사 아성다이소,주식회사 아성다이소,42000,회사비품구입비,1.0,정확일치,
2025-08-23 00:00:00,뚜껑이네솥밥,뚜껑이네솥밥,24000,중식대,1.0,Claude+규칙,"가맹점명 '뚜껑이네솥밥'은 한식 음식점으로 명확하게 식별되며, 금액 24,000원은 일반적인 식사 비용 범위에 해당합니다. 예시의 '짜장면집'과 동일한 음식점 카테고리입니다."
2025-08-23 00:00:00,또돈,또돈,7000,중식대,1.0,정확일치,
2025-08-23 00:00:00,주식회사 신사,주식회사 신사,80000,기타,0.45,Claude,"가맹점명 '주식회사 신사'는 업종을 특정할 수 없는 일반 법인명입니다. 금액 8만원과 거래일자 정보 부족으로 명확한 용도 분류가 어려워 기타로 분류하며, 추가 확인이 필요합니다."
2025-08-23 00:00:00,한식뷔페칠성고잔점,한식뷔페칠성고잔점,9000,중식대,1.0,정확일치,
2025-08-23 00:00:00,법원행정처(인증)-인터넷등기소,법원행정처-인터넷등기소,700,수수료,1.0,Claude+규칙,"법원행정처-인터넷등기소는 등기부등본 발급 등 법무 관련 서비스를 제공하는 공공기관으로, 분류 체계상 '수수료(법무: 법원, 등기소 등)'에 명확히 해당합니다."
