결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-09-23 00:00:00,안산휴게소(강릉방향)주유소,안산휴게소주유소,100000,접대비,0.8,AI수정,Claude+규칙,"파라다이스 인도어 스크린골프장은 거래처 접대 또는 팀 회식 목적으로 사용된 것으로 보입니다. 44,000원은 소규모 접대성 지출에 해당합니다."
2025-09-23 00:00:00,울엄마식당,울엄마식당,92000,접대비,0.8,AI수정,Claude+규칙,"동일 가맹점에서 같은 날 동일 금액 사용으로, id=""10""과 동일하게 접대비로 분류하는 것이 적절합니다."
2025-09-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,65000,중식대,0.95,수동검토필요,Claude,"팡파르는 가맹점명만으로 업종 파악이 어렵고, 800,000원은 상당한 고액입니다. 증빙서류 확인을 통한 수동 검토가 필요합니다."
2025-09-23 00:00:00,스마트허브주유소,스마트허브주유소,60000,접대비,0.8,AI수정,Claude+규칙,"동일 스크린골프장 사용으로 접대비가 적절합니다. 94,000원은 id=""10"", ""12""보다 많은 인원 또는 추가 서비스 이용으로 추정됩니다."
2025-09-23 00:00:00,(주)제일스포츠센타,제일스포츠센타,180000,기타,0.65,수동검토필요,Claude,"가맹점명 결측(nan), 날짜 결측(NaT), 고액(1,977,000원)으로 데이터 오류 또는 중요 거래일 가능성이 있어 반드시 수동 검토가 필요합니다."
2025-09-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,법원행정처,법원행정처,4000,수수료,1.0,자동확정,정확일치,
2025-09-23 00:00:00,법원행정처,법원행정처,4000,수수료,1.0,자동확정,정확일치,
2025-09-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,50000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,스마트허브주유소,스마트허브주유소,60000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-09-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,자동확정,Claude,
2025-09-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,자동확정,Claude,
2025-09-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,35000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,팡파르,팡파르,800000,기타,0.45,자동확정,Claude,
2025-09-23 00:00:00,청계산화로구이,청계산화로구이,70000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,스마트허브주유소,스마트허브주유소,60000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-09-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,94000,기타,0.65,자동확정,Claude,
2025-09-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,83000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,42000,중식대,0.95,자동확정,Claude,
2025-09-23 00:00:00,휴대폰메시지(승인안내)-07월분 면제,휴대폰메시지-07월분 면제,0,사용료,0.95,자동확정,Claude+규칙,
