승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-08-29 00:00:00,시화대성주유소,시화대성주유소,86000,접대비,0.8,AI수정,Claude+규칙,"로타리클럽은 사교/봉사 단체로, 50만원 금액은 회비 또는 모임 참석비로 추정됩니다. 기업의 대외활동 성격상 접대비가 더 적절합니다."
2025-08-28 00:00:00,트레이더스 안산점,트레이더스 안산점,215820,차량유지비(부품),0.9,AI수정,Claude,가맹점명 '스틸카용품부품'은 명확히 자동차 부품 판매점입니다. 441만원의 고액은 차량 부품 구매/수리에 해당하므로 차량유지비(부품)로 재분류가 필요합니다.
2025-08-28 00:00:00,시흥서해로타리클럽,시흥서해로타리클럽,500000,기타,0.65,AI확정,Claude,"트레이더스 안산점에서의 91,100원 지출은 소모품 구매로 적절합니다. id=""1""과 동일 가맹점으로 일관성 있는 분류입니다."
2025-08-24 00:00:00,스틸카용품부품,스틸카용품부품,4411000,소모품비,0.75,수동검토필요,Claude,"(주)성한기업은 일반적인 주유소명이 아닙니다. 55,760원은 주유 금액으로 가능하나, 가맹점명 확인이 필요합니다. 실제 주유소인지 부품/정비업체인지 수동 검토 권장합니다."
2025-08-20 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,39400,회사물품구입비,1.0,AI확정,정확일치,"서진정보통신은 통신/IT 서비스 업체로 추정되며, 25만원은 통신비, 인터넷 사용료, 시스템 유지보수 등에 해당합니다. 사용료 분류가 적절합니다."
2025-08-20 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,58120,회사물품구입비,1.0,수동검토필요,정확일치,"id=""12""와 동일 가맹점입니다. 116,920원은 주유 금액으로 합리적이나, (주)성한기업의 실제 업종 확인이 필요합니다. 일관성을 위해 수동 검토 권장합니다."
2025-08-19 00:00:00,백만불삼계탕,백만불삼계탕,45000,중식대,0.95,수동검토필요,Claude,"가맹점명 결측(nan), 날짜 결측(NaT), 고액(755만원), 매우 낮은 신뢰도(0.15)로 비정상 패턴이 명확합니다. 원본 데이터 확인 및 수동 검토가 반드시 필요합니다."
2025-08-19 00:00:00,정안에너지,정안에너지,50000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-08-16 00:00:00,SKT-자동납부-044043,SKT-자동납부-044043,71810,사용료,0.95,자동확정,Claude,
2025-08-16 00:00:00,SKT-자동납부-647179,SKT-자동납부-647179,156490,사용료,0.95,자동확정,Claude,
2025-08-12 00:00:00,트레이더스 안산점,트레이더스 안산점,91100,소모품비,0.75,자동확정,Claude,
2025-08-12 00:00:00,편편집 시흥정왕점,편편집 시흥정왕점,35000,중식대,0.85,자동확정,Claude,
2025-08-09 00:00:00,(주)성한기업,성한기업,55760,차량유지비(주유),0.75,자동확정,Claude,
2025-08-08 00:00:00,서진정보통신,서진정보통신,250000,사용료,0.75,자동확정,Claude,
2025-08-08 00:00:00,DB손해보험(주)-042796572025,DB손해보험-042796572025,1199700,차량유지비(기타),0.92,자동확정,Claude,
2025-08-07 00:00:00,밥주까회주까,밥주까회주까,170000,중식대,0.95,자동확정,Claude+규칙,
2025-08-03 00:00:00,(주)성한기업,성한기업,116920,차량유지비(주유),0.75,자동확정,Claude,
2025-07-01 00:00:00,휴대폰메시지(승인안내)-07월분 면제,휴대폰메시지-07월분 면제,0,사용료,0.95,자동확정,Claude+규칙,
