승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-09-30 00:00:00,트레이더스 홀세일클럽 안산점(상품권),트레이더스 홀세일클럽 안산점,2000000,복리후생비,0.85,AI수정,Claude,"동일 가맹점의 상품권 구매(800만원)로, id=""0""과 동일하게 복리후생비로 분류되어야 합니다. 고액 상품권은 명절 선물이나 직원 복지용으로 판단됩니다."
2025-09-30 00:00:00,이루다제면소 반달섬점,이루다제면소 반달섬점,16900,중식대,0.95,AI확정,Claude,"스틸카용품부품은 명확히 차량 부품 구매처이며, 차량유지비(기타) 분류가 적절합니다. 금액도 부품 구매로 합리적입니다."
2025-09-29 00:00:00,트레이더스 홀세일클럽 안산점(상품권),트레이더스 홀세일클럽 안산점,8000000,기타,0.65,AI확정,Claude,"시흥식자재마트는 식자재 구매처로, 직원 식사 제공을 위한 중식대 분류가 적절합니다. 금액도 식자재 구매로 합리적입니다."
2025-09-26 00:00:00,지에스칼텍스(주)시화공단주유소,지에스칼텍스시화공단주유소,200000,중식대,0.7,AI수정,Claude+규칙,"트레이더스 안산점은 대형마트로 식자재와 소모품을 모두 판매하나, 칠칠기업의 패턴상 식자재 구매 가능성이 높습니다. 다만 영수증 확인이 필요할 수 있어 신뢰도를 다소 낮춤."
2025-09-24 00:00:00,이루다제면소 반달섬점,이루다제면소 반달섬점,13000,중식대,0.95,AI확정,Claude,"id=""7""과 동일한 가맹점으로, 식자재 구매를 위한 중식대 분류가 적절합니다. 일관된 패턴을 보입니다."
2025-09-22 00:00:00,시화대성주유소,시화대성주유소,87000,차량유지비(주유),1.0,수동검토필요,Claude+규칙,"가맹점명과 거래일자가 결측(nan, NaT)되어 있고, 고액(약 1,249만원) 거래입니다. 데이터 오류 가능성이 있어 반드시 원본 데이터 확인 및 수동 검토가 필요합니다."
2025-09-20 00:00:00,스틸카용품부품,스틸카용품부품,462000,차량유지비(기타),0.75,자동확정,Claude,
2025-09-18 00:00:00,시흥식자재마트,시흥식자재마트,110220,중식대,0.75,자동확정,Claude,
2025-09-16 00:00:00,SKT-자동납부-647179,SKT-자동납부-647179,105390,사용료,0.95,자동확정,Claude,
2025-09-16 00:00:00,SKT-자동납부-044043,SKT-자동납부-044043,53440,사용료,0.95,자동확정,Claude,
2025-09-16 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,53180,회사물품구입비,1.0,자동확정,정확일치,
2025-09-13 00:00:00,(주)경인석유고속도로건천(상)주유,경인석유고속도로건천주유,63000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-09-11 00:00:00,트레이더스 안산점,트레이더스 안산점,165500,소모품비,0.75,자동확정,Claude,
2025-09-10 00:00:00,케이티텔레캅주식회사,케이티텔레캅주식회사,220000,사용료,0.92,자동확정,Claude,
2025-09-10 00:00:00,이루다제면소 반달섬점,이루다제면소 반달섬점,29000,중식대,0.95,자동확정,Claude,
2025-09-10 00:00:00,한화손해보험(주),한화손해보험,760220,차량유지비(기타),0.92,자동확정,Claude,
2025-09-08 00:00:00,이루다제면소 반달섬점,이루다제면소 반달섬점,9500,중식대,0.95,자동확정,Claude,
2025-09-05 00:00:00,시흥식자재마트,시흥식자재마트,66580,중식대,0.75,자동확정,Claude,
2025-09-04 00:00:00,3일정성가마솥설렁탕,3일정성가마솥설렁탕,17000,중식대,1.0,자동확정,Claude+규칙,
2025-09-02 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,89700,회사물품구입비,1.0,자동확정,정확일치,
2025-09-02 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,16700,회사물품구입비,1.0,자동확정,정확일치,
2025-09-02 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,-47600,회사물품구입비,1.0,자동확정,정확일치,
2025-08-03 00:00:00,휴대폰메시지(승인안내)-08월분 면제,휴대폰메시지-08월분 면제,0,사용료,0.95,자동확정,Claude+규칙,
