결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-07-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,200000,5352호(5톤 화물차량)경유비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)삼원기업,삼원기업,149900,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,60230,회사물품구입비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,또돈,또돈,7500,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,롯데리아(안산신도시점),롯데리아,10900,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,서안산 IC주유소,서안산 IC주유소,103000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,시골추어탕,시골추어탕,12000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,큰맘할매순대국 성곡산단점,큰맘할매순대국 성곡산단점,11000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)삼원기업,삼원기업,200000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,디델리라볶이,디델리라볶이,15500,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,짜장면집,짜장면집,36000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,매코미떡볶이,매코미떡볶이,14000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,주식회사 명보에너지,주식회사 명보에너지,95000,제네시스(9581호)  G70휘발유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,제육대가,제육대가,10000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,주식회사 동신자동차정비,주식회사 동신자동차정비,60000,6104호 자동차검사비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,자동결제-(주)한글과컴퓨터,자동결제-한글과컴퓨터,10900,사용료,1.0,자동확정,정확일치,
2025-07-23 00:00:00,시골추어탕,시골추어탕,10000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,태평양약국,태평양약국,7000,회사상비약구입비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,태평양약국,태평양약국,15000,회사상비약구입비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,팀케이 주식회사,팀케이 주식회사,4000,주차비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)삼원기업,삼원기업,64000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,돈카츠석,돈카츠석,14500,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,법원행정처,법원행정처,3000,수수료,1.0,자동확정,정확일치,
2025-07-23 00:00:00,법원행정처,법원행정처,3000,수수료,1.0,자동확정,정확일치,
2025-07-23 00:00:00,서안산 IC주유소,서안산 IC주유소,94000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,시골추어탕,시골추어탕,15000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)대지석유 산업주유소,대지석유 산업주유소,90000,제네시스(9581호)  G70휘발유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,방일해장국 단원점,방일해장국 단원점,11000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,시골추어탕,시골추어탕,15000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)효창에너지효창기름나라주유소,효창에너지효창기름나라주유소,97000,6946호 휘발유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)삼원기업,삼원기업,149900,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,마녀분식,마녀분식,10500,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,휴대폰메시지(승인안내)-05월분,휴대폰메시지-05월분,400,수수료,1.0,자동확정,정확일치,
