결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,AI확정,정확일치,"롯데마트는 생활용품 및 사무용품 구매처로 적합하며, 9,000원은 소모품 구매 금액으로 합리적입니다. 소모품비 분류가 적절합니다."
2025-09-23 00:00:00,(주)삼원기업,삼원기업,100000,0276호 스타렉스 경유대,1.0,수동검토필요,정확일치,"가맹점명이 결측(nan)이고 날짜 정보도 없으며, 금액이 1,667,004원으로 매우 큽니다. 데이터 오류 가능성이 있어 원본 영수증 확인 등 수동 검토가 필수적입니다."
2025-09-23 00:00:00,엘에이(LA)북창동순두부안산원시점,엘에이북창동순두부안산원시점,27500,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,마녀분식,마녀분식,4500,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,마녀분식,마녀분식,10000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,(주)삼원기업,삼원기업,59000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,짜장면집,짜장면집,23000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,(주)삼원기업,삼원기업,200000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,180540,회사물품구입비,1.0,자동확정,정확일치,
2025-09-23 00:00:00,작전주유소,작전주유소,100000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-09-23 00:00:00,제육대가,제육대가,9000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,시골추어탕,시골추어탕,10000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,자동확정,정확일치,
2025-09-23 00:00:00,제육대가,제육대가,10000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,웰컴페이먼츠_키오스크_A-주식,웰컴페이먼츠_키오스크_A-주식,11000,중식대,0.75,자동확정,Claude,
2025-09-23 00:00:00,롯데쇼핑(주)롯데마트시화점,롯데쇼핑롯데마트시화점,9000,소모품비,0.75,자동확정,Claude,
2025-09-23 00:00:00,(주)삼원기업,삼원기업,92000,0276호 스타렉스 경유대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,대웅주유소,대웅주유소,90000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-09-23 00:00:00,시골추어탕,시골추어탕,11000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,자동결제-(주)한글과컴퓨터,자동결제-한글과컴퓨터,10900,사용료,1.0,자동확정,정확일치,
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7400,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,한스오물렛,한스오물렛,8000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,안산단원목내457A,안산단원목내457A,7810,차량유지비(기타),0.85,자동확정,Claude,
2025-09-23 00:00:00,공일돈까스 안산MTV점,공일돈까스 안산MTV점,14500,중식대,1.0,자동확정,Claude+규칙,
2025-09-23 00:00:00,(주)대지석유 산업주유소,대지석유 산업주유소,80000,제네시스(9581호)  G70휘발유대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,제육대가,제육대가,9000,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,자동확정,정확일치,
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7800,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,39000,회사물품구입비,1.0,자동확정,정확일치,
2025-09-23 00:00:00,맘스터치 (고잔신도시점),맘스터치,7400,중식대,1.0,자동확정,정확일치,
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,19700,회사물품구입비,1.0,자동확정,정확일치,
2025-09-23 00:00:00,주식회사 원시점현대자동차,주식회사 원시점현대자동차,149754,차량유지비(기타),0.85,자동확정,Claude,
2025-09-23 00:00:00,서울옥,서울옥,36000,중식대,0.92,자동확정,Claude,
2025-09-23 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,자동확정,정확일치,
2025-09-23 00:00:00,휴대폰메시지(승인안내)-07월분,휴대폰메시지-07월분,400,사용료,0.9090909090909092,자동확정,Fuzzy,
