결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-07-23 00:00:00,제육대가,제육대가,10000,중식대,1.0,AI확정,정확일치,"(주)성한기업에서의 80,290원 거래는 주유 금액 패턴과 일치하며, 0.75의 적절한 신뢰도로 분류되었습니다. 확정이 적절합니다."
2025-07-23 00:00:00,(주)성한기업,성한기업,64170,차량유지비(주유),0.75,AI수정,Claude,"(주)성한기업은 동일 가맹점에서 다른 거래들이 차량유지비(주유)로 분류되었고, 금액대(63,910원)도 주유 패턴과 일치합니다. 일관성을 위해 수정이 필요합니다."
2025-07-23 00:00:00,(주)늘봄가,늘봄가,78000,중식대,0.85,수동검토필요,Claude,"가맹점명이 결측(nan)이고 날짜도 결측(NaT)인 비정상 거래입니다. 금액이 934,070원으로 상당히 크므로 원본 데이터 확인 및 수동 검토가 필수적입니다."
2025-07-23 00:00:00,짬뽕지존 시화MTV점,짬뽕지존 시화MTV점,41000,중식대,0.95,자동확정,Claude,
2025-07-23 00:00:00,공일돈까스 안산MTV점,공일돈까스 안산MTV점,13900,중식대,1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,(주)성한기업,성한기업,80290,차량유지비(주유),0.75,자동확정,Claude,
2025-07-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,45000,중식대,0.95,자동확정,Claude,
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,30500,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,빠네뜨리아 과자점,빠네뜨리아 과자점,17500,중식대,0.85,자동확정,Claude,
2025-07-23 00:00:00,동광석유(주)역전주유소,동광석유역전주유소,60000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,빠네뜨리아 과자점,빠네뜨리아 과자점,42100,중식대,0.85,자동확정,Claude,
2025-07-23 00:00:00,공일돈까스 안산MTV점,공일돈까스 안산MTV점,10900,중식대,1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,빠네뜨리아 과자점,빠네뜨리아 과자점,45100,중식대,0.85,자동확정,Claude,
2025-07-23 00:00:00,(주)성한기업,성한기업,63910,기타,0.45,자동확정,Claude,
2025-07-23 00:00:00,빠네뜨리아 과자점,빠네뜨리아 과자점,33600,중식대,0.85,자동확정,Claude,
2025-07-23 00:00:00,오서방닭개장,오서방닭개장,10000,중식대,0.95,자동확정,Claude,
2025-07-23 00:00:00,준뽕,준뽕,46700,중식대,0.92,자동확정,Claude,
2025-07-23 00:00:00,대보유통(주)남성주(양평방향)주유소,대보유통남성주주유소,70000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,조개99' s,조개99 s,91000,중식대,0.92,자동확정,Claude,
2025-07-23 00:00:00,SK에너지(주)고잔,SK에너지고잔,80000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,휴대폰메시지(승인안내)-05월분,휴대폰메시지-05월분,400,수수료,1.0,자동확정,정확일치,
