결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-08-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,복리후생비,0.75,AI수정,Claude,"transaction id=""2""와 동일한 가맹점, 동일 날짜의 유사 금액 거래로 직원 복리후생 활동으로 분류하는 것이 적절합니다."
2025-08-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,63000,복리후생비,0.75,AI수정,Claude,동일 패턴의 스크린골프 시설 이용 건으로 복리후생비가 적절합니다.
2025-08-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,39000,복리후생비,0.75,AI수정,Claude,동일 가맹점의 연속 거래 패턴으로 복리후생 활동으로 판단됩니다.
2025-08-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,복리후생비,0.75,AI수정,Claude,동일 패턴의 스크린골프 시설 이용 건으로 복리후생비가 적절합니다.
2025-08-23 00:00:00,중국성,중국성,24000,중식대,0.95,수동검토필요,Claude,"""팡파르""는 가맹점명만으로 업종 파악이 어렵고, 40만원의 비교적 큰 금액이므로 수동 검토가 필요합니다. 추가 정보(영수증, 사용 목적 등) 확인이 필요합니다."
2025-08-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,42000,복리후생비,0.75,AI수정,Claude,동일 패턴의 스크린골프 시설 이용 건으로 복리후생비가 적절합니다.
2025-08-23 00:00:00,오박집,오박집,86000,중식대,0.85,수동검토필요,Claude,"가맹점명이 결측(nan)이고 날짜 정보도 없으며, 198만원의 고액 거래입니다. 데이터 오류 가능성이 있어 원본 데이터 확인 및 수동 검토가 반드시 필요합니다."
2025-08-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,66000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,자동확정,Claude,
2025-08-23 00:00:00,밥주까회주까,밥주까회주까,114000,중식대,1.0,자동확정,Claude+규칙,
2025-08-23 00:00:00,목구멍 시흥정왕점,목구멍 시흥정왕점,110000,중식대,0.92,자동확정,Claude,
2025-08-23 00:00:00,중국성,중국성,24000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,61000,기타,0.65,자동확정,Claude,
2025-08-23 00:00:00,스마트허브주유소,스마트허브주유소,100000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-08-23 00:00:00,평양즉석왕족발,평양즉석왕족발,46000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,35000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,밥주까회주까,밥주까회주까,134000,중식대,1.0,자동확정,Claude+규칙,
2025-08-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,66000,기타,0.65,자동확정,Claude,
2025-08-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,66000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,50000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,팡파르,팡파르,400000,기타,0.45,자동확정,Claude,
2025-08-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,50000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,손미명태항구시화점,손미명태항구시화점,62000,중식대,0.92,자동확정,Claude,
2025-08-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,자동확정,Claude,
2025-08-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,35000,중식대,0.95,자동확정,Claude,
2025-08-23 00:00:00,밥주까회주까,밥주까회주까,130000,중식대,1.0,자동확정,Claude+규칙,
2025-08-23 00:00:00,휴대폰메시지(승인안내)-06월분 면제,휴대폰메시지-06월분 면제,0,사용료,1.0,자동확정,Claude+규칙,
